7.422799999999999472e-05 9.999999999999791278e-01
1.223809999999999926e-04 9.999999999999046318e-01
2.017730000000000077e-04 9.999999999995646816e-01
3.326669999999999779e-04 9.999999999980112575e-01
5.484749999999999825e-04 9.999999999908908421e-01
9.042819999999999591e-04 9.999999999580371224e-01
1.490910000000000022e-03 9.999999998044761806e-01
2.458090000000000015e-03 9.999999990694361518e-01
4.052710000000000166e-03 9.999999954024370030e-01
4.592330000000000370e-03 9.999999930871190656e-01
5.203789999999999805e-03 9.999999895611725309e-01
5.896659999999999749e-03 9.999999841605423656e-01
6.681789999999999952e-03 9.999999758349288337e-01
7.571460000000000343e-03 9.999999629072217067e-01
8.579589999999999786e-03 9.999999426699807126e-01
9.721950000000000036e-03 9.999999106989601039e-01
1.101640000000000084e-02 9.999998596646911819e-01
1.248319999999999985e-02 9.999997772341027158e-01
1.414540000000000068e-02 9.999996422874427582e-01
1.602879999999999930e-02 9.999994180222638862e-01
1.816299999999999859e-02 9.999990389295235760e-01
2.058139999999999969e-02 9.999983861703819477e-01
2.332180000000000017e-02 9.999972403701473667e-01
2.642699999999999910e-02 9.999951919909745301e-01
2.994569999999999871e-02 9.999914775237844777e-01
3.393299999999999789e-02 9.999847109336107431e-01
3.845110000000000194e-02 9.999725334954960854e-01
4.357079999999999981e-02 9.999514331381500476e-01
4.937219999999999803e-02 9.999175708840978283e-01
5.594600000000000267e-02 9.998678873813551249e-01
6.339509999999999590e-02 9.998011588498880720e-01
7.081790000000000307e-02 9.997236959784223664e-01
7.824069999999999636e-02 9.996308580554827961e-01
8.566350000000000353e-02 9.995184481748174976e-01
9.308629999999999682e-02 9.993888256801580772e-01
1.005090000000000011e-01 9.992547778280631565e-01
1.079320000000000002e-01 9.991358605551233785e-01
1.153549999999999992e-01 9.990419342493126464e-01
1.227779999999999982e-01 9.989650948808401765e-01
1.302000000000000102e-01 9.988856868660794808e-01
1.376229999999999953e-01 9.987831740134606173e-01
1.450460000000000083e-01 9.986498246281498847e-01
1.524689999999999934e-01 9.984928718940940806e-01
1.598920000000000063e-01 9.983293197183544798e-01
1.673139999999999905e-01 9.981830466349311815e-01
1.747370000000000034e-01 9.980689538262842442e-01
1.821599999999999886e-01 9.979787836233012799e-01
1.895830000000000015e-01 9.978914123411627424e-01
1.970059999999999867e-01 9.977861940332484192e-01
2.044279999999999986e-01 9.976502293368364471e-01
2.118510000000000115e-01 9.974846564782227087e-01
2.192739999999999967e-01 9.973040603888942979e-01
2.325589999999999880e-01 9.970074408076446959e-01
2.466500000000000081e-01 9.967756669863683250e-01
2.615939999999999932e-01 9.965352818788992817e-01
2.774429999999999952e-01 9.961905518520323133e-01
2.942529999999999868e-01 9.957935657805347951e-01
3.120809999999999973e-01 9.954501325817757262e-01
3.309889999999999777e-01 9.950941580012799825e-01
3.510429999999999939e-01 9.946436609328276335e-01
3.723130000000000051e-01 9.941948142476260131e-01
3.948699999999999988e-01 9.937570360594233376e-01
4.187949999999999728e-01 9.932523233807150076e-01
4.441689999999999805e-01 9.927449198635526217e-01
6.198869999999999658e-01 9.895249407642831008e-01
8.651219999999999466e-01 9.857842461858237204e-01
1.207379999999999898e+00 9.811468145107056227e-01
1.685030000000000028e+00 9.745544050809964443e-01
2.351649999999999796e+00 9.646660503396673469e-01
3.281989999999999963e+00 9.514348495500976055e-01
4.580379999999999896e+00 9.386942943799136962e-01
6.392439999999999678e+00 9.336437210993949742e-01
8.921359999999999957e+00 9.442307564321394953e-01
1.245079999999999920e+01 9.762109118904874761e-01
1.737640000000000029e+01 1.039602237713798782e+00
2.425080000000000169e+01 1.163522546293361382e+00
3.384470000000000312e+01 1.409048078119953473e+00
4.723409999999999798e+01 1.914493246017022754e+00
6.592050000000000409e+01 3.009809962297944175e+00
9.199939999999999429e+01 5.497499815001095413e+00
1.283959999999999866e+02 1.136160462010439076e+01
1.791899999999999977e+02 2.558691182589950230e+01
2.500800000000000125e+02 6.084314891108606815e+01
3.490149999999999864e+02 1.493256829689547942e+02
4.870899999999999750e+02 3.733750030226930789e+02
6.797889999999999873e+02 9.450747115075510010e+02
9.487219999999999800e+02 2.411003502869955810e+03
1.324049999999999955e+03 6.188695796674970552e+03
