-4.129432240924687747e+00 -1.120612539208930602e-07 -1.406107354713571650e-06 -9.509075793101630989e-08 -3.524714135185555517e-07 -7.780374177705943627e-08 -6.863603638515049169e-08 -6.025228010334602574e-08 -6.025228010334602574e-08 8.396302818451652644e-12 8.915207428193632934e-12 8.768436787787211315e-12 7.563606051098188953e-12 8.486081705668097070e-14
-3.912286002416478059e+00 -1.120673641423796645e-07 -1.036443060397484337e-07 -9.509383567923245277e-08 -1.219440979120754523e-06 -7.780295951447842409e-08 -6.863306307380296680e-08 -9.426944056191786731e-07 -9.426944056191786731e-07 2.270672955609668529e-11 2.410037561068439453e-11 2.369015070643519454e-11 2.043130246613055649e-11 4.373835290088815067e-06
-3.695136948780590291e+00 -1.120838532302018721e-07 -1.036570267274775833e-07 -3.828865048550241010e-07 -8.646218351490174560e-08 -2.444545577805917444e-07 -2.911739003023680959e-07 -6.023293193080599659e-08 -6.023293193080599659e-08 6.119130295308130117e-11 6.490743527765155860e-11 6.375226740563848618e-11 5.495007915763630883e-11 8.506332582458214658e-13
-3.477990278267697910e+00 -1.720299623067931488e-06 -3.096011769818425262e-07 -5.758897791757139636e-07 -2.662100959045309996e-07 -2.445659115806134666e-07 -2.225957163904133332e-07 -2.014130002963817037e-07 -2.014130002963817037e-07 1.638969997517237530e-10 1.736685299665106342e-10 1.703368750036351896e-10 1.466793185735578456e-10 2.951613509616271265e-12
-3.260843163184052429e+00 2.889365368660997378e-07 3.771849141505238209e-07 -6.745727060315228146e-07 -6.266834209139621711e-07 -5.790081851744750511e-07 -7.545052625523267488e-07 1.985255188197030179e-07 1.985255188197030179e-07 4.343217116543207167e-10 4.593624993852923337e-10 4.494262620458166486e-10 -8.155867921097751748e-07 1.096064241745300465e-11
-3.043696113832560446e+00 -6.989435102735936117e-07 -6.568283244644574350e-07 -6.149137234739021730e-07 -5.732161805824070501e-07 2.785673096615993478e-07 -4.908874417986887587e-07 -4.500172131233109545e-07 -4.500172131233109545e-07 -1.168939029346208791e-06 -1.046439138550397074e-06 -9.293417922741563196e-07 -8.190293759462893849e-07 -7.386916127560290808e-07
-2.826548572296899486e+00 -1.222338111017347660e-06 -3.605615812268264352e-08 -3.943113878104032760e-08 -1.311655652718132781e-07 -1.114664261359925424e-06 -1.035500422394421868e-06 -5.618289219149906115e-08 -5.618289219149906115e-08 -2.362196766754040520e-06 -2.114648183144206962e-06 -1.878052272551437873e-06 -2.483990184369895717e-06 2.217582925685366073e-06
-2.609402219989918503e+00 -7.061760148100918629e-07 -2.032540870107474763e-06 -6.532865967022307944e-07 -8.156433224420881972e-07 -8.595475663578247829e-07 -7.481113112523463991e-07 -1.628057115811582393e-06 -1.628057115811582393e-06 -9.499378535696814207e-07 -8.729030429171638455e-07 -7.994938523561080743e-07 -9.870851839045625545e-07 -7.849841381881023611e-07
-2.392254471981422270e+00 -2.286332140206677038e-06 -3.602066030205037890e-06 -2.313534353645030365e-06 -2.215288156880333215e-06 -2.299781690252886193e-06 -3.253544952584984107e-06 -3.052086302252836834e-06 -3.052086302252836834e-06 -5.751088724617914823e-06 6.417112953218825051e-07 -5.667339996344947990e-06 -5.032531935181262514e-06 -6.817520432252681207e-08
-2.337966911544404613e+00 -3.311033911275652919e-06 -3.054321787475302023e-06 -2.927057013101639001e-06 -4.048380800035931861e-06 -3.051888995416443273e-06 -2.929282793925296889e-06 -3.748242933281869857e-06 -3.748242933281869857e-06 1.863812927433789754e-06 -5.058787780969562078e-06 -4.572063944874316189e-06 -3.193095698169120117e-06 7.135865635758122553e-07
-2.283680237798654478e+00 -3.839384409363568265e-06 -3.566790859866960533e-06 -3.748483673636434876e-06 -4.759334267589562257e-06 -4.708688765207651953e-06 -4.661710988451932128e-06 -4.551564045508982611e-06 -4.551564045508982611e-06 -4.095617009638046612e-06 -3.767477353902674373e-06 -3.453922587816847619e-06 -4.030662439548607168e-06 7.034112288622041324e-07
-2.229393912815849532e+00 -4.845196363498927226e-06 -4.885960888463123625e-06 -4.907983101691425224e-06 -4.909290438386477407e-06 -4.886776130962923120e-06 -4.876478920456072610e-06 -5.634560349475183227e-06 -5.634560349475183227e-06 -7.865953016383660587e-06 -5.989933554194784952e-06 -5.458944141201059659e-06 -6.125813947671404640e-06 -9.724879629954489622e-07
-2.175107177796115732e+00 -6.284146063487301885e-06 -6.273418722283586510e-06 -6.246685631973712569e-06 -6.409927538117656239e-06 -6.133329472158514990e-06 -6.267897393850258365e-06 -6.981590097490147650e-06 -6.981590097490147650e-06 -3.949530870519507762e-06 -3.698132096179259457e-06 -3.099408825111923186e-06 -2.874210407156151477e-06 6.658292637866566510e-07
-2.120820367685397390e+00 -7.588448812659746853e-06 -7.420071207899050684e-06 -8.821958569674168282e-06 -8.658205154176920005e-06 -8.473703721775368157e-06 -8.511942309151532325e-06 -8.413326229072399026e-06 -8.413326229072399026e-06 -1.017036461591753587e-05 -1.057014861533643946e-05 -2.848579364664052473e-06 -8.652943711397777306e-06 -3.701846525179700123e-06
-2.066533465646875012e+00 -9.153237836566833935e-06 -9.453695884341982466e-06 -1.071570777362645020e-05 -9.331268816427164099e-06 -9.182754834591295748e-06 -9.554103330689930085e-06 -1.029950720031094335e-05 -1.029950720031094335e-05 -1.052060865116780215e-05 -6.834779401435975804e-06 -1.297880986793988517e-05 -1.165547895903292084e-05 -6.541626820513276196e-06
-2.012246616832751744e+00 -1.162682676798580279e-05 -1.173616125975839745e-05 -1.217522223606860766e-05 -1.327986110650952743e-05 -1.214405177521614967e-05 -1.309608857625292650e-05 -1.283925068349910228e-05 -1.283925068349910228e-05 -1.409713209344027200e-05 -7.708996969892854598e-06 -1.408547279578246253e-05 -1.302793834130403515e-05 -2.204165818265872095e-06
-1.957960303448398554e+00 -1.350209297094336980e-05 -1.387732903612384551e-05 -1.515838766503882972e-05 -1.533975087038630795e-05 -1.522400215818110141e-05 -1.666242213218769249e-05 -1.646124024328805602e-05 -1.646124024328805602e-05 -1.675682329830121406e-05 -1.940211989206159186e-05 -1.900873895662569908e-05 -1.712886313521342119e-05 -7.146272797328082947e-06
-1.903674071368302689e+00 -1.926758174191144188e-05 -1.944974459397826776e-05 -1.804665657183040532e-05 -1.810344809649833844e-05 -1.964947781516389089e-05 -2.106192293623612407e-05 -2.072572111087841315e-05 -2.072572111087841315e-05 -2.186563130202939857e-05 -2.162695613956669048e-05 -2.302667623826426465e-05 -2.190138374291135807e-05 -4.531365513341140064e-06
-1.849384767165168864e+00 -2.210784097010231615e-05 -2.403750346192433867e-05 -2.276856979126674359e-05 -2.437406210086292527e-05 -2.454205797988464648e-05 -2.620897343473181201e-05 -2.702097661526140084e-05 -2.702097661526140084e-05 -2.795027362741354522e-05 -2.770457548159539231e-05 -2.789369907502314559e-05 -2.484834482396722802e-05 -1.214402408990228124e-05
-1.795098989990579819e+00 -2.758007373568130473e-05 -2.803813996321596918e-05 -2.843773858725801975e-05 -2.903672483370192090e-05 -3.083656444970787452e-05 -3.134122705843852885e-05 -3.243482012865991156e-05 -3.243482012865991156e-05 -3.377724706247326841e-05 -3.535004149544955152e-05 -3.692923706983205920e-05 -3.462138362092503083e-05 -1.619298960392542022e-05
-1.740812417057195027e+00 -3.386291840772296145e-05 -3.464178499072770979e-05 -3.730607868205627740e-05 -3.778078866044797028e-05 -3.982490937266728004e-05 -4.053444146596826218e-05 -4.199398948432850071e-05 -4.199398948432850071e-05 -4.439782510596294629e-05 -4.494245932848561103e-05 -4.535503371364845885e-05 -3.833874368009040749e-05 -1.720952064890898290e-05
-1.686525086736126555e+00 -4.410408968559747996e-05 -4.288130720394264149e-05 -4.607683558644415020e-05 -4.691441852525758048e-05 -4.761222589224665085e-05 -5.056964984729750461e-05 -5.216325305883166326e-05 -5.216325305883166326e-05 -5.544357819070426258e-05 -5.700397171218860791e-05 -5.664731686720475838e-05 -5.688044782065655844e-05 -1.832144526894365053e-05
-1.632237933334151680e+00 -5.263356562074865234e-05 -5.181678930315864655e-05 -5.543812521428648996e-05 -5.689510154917972655e-05 -5.835185699006977385e-05 -6.176871191208934710e-05 -6.598086091844226420e-05 -6.598086091844226420e-05 -7.004012682336787493e-05 -7.096025965017244120e-05 -7.232615465361649028e-05 -7.077102059280711299e-05 -2.761688757626304402e-05
-1.577952135294121927e+00 -7.453682557495799844e-05 -7.854124797668443972e-05 -8.007762934725546125e-05 -8.349535729726851262e-05 -8.684268552348287529e-05 -9.060498300489851101e-05 -9.444167279810351053e-05 -9.444167279810351053e-05 -1.016177292909415606e-04 -1.040570620341373586e-04 -1.056563168892680875e-04 -1.031816936485242938e-04 -3.341176374725611471e-05
-1.523665530548243385e+00 -9.396756611572716221e-05 -9.602690273009982448e-05 -1.011375662508819491e-04 -1.050707806792083805e-04 -1.098519126937284852e-04 -1.166179656855674795e-04 -1.203926472247123235e-04 -1.203926472247123235e-04 -1.332158153567165014e-04 -1.352383270220550062e-04 -1.394297462194277171e-04 -1.347335092055869290e-04 -3.831107272568869105e-05
-1.469377742893922534e+00 -1.124231452207289603e-04 -1.213664274635013935e-04 -1.243308467328241794e-04 -1.311634606807308989e-04 -1.369119809015380859e-04 -1.466916163997807542e-04 -1.544597208905642497e-04 -1.544597208905642497e-04 -1.731684793595264038e-04 -1.786731985696449275e-04 -1.830239958934615685e-04 -1.775954720427249593e-04 -3.963960543148376659e-05
-1.415091231490723800e+00 -1.394174760551123739e-04 -1.438759457653413551e-04 -1.516241016581643326e-04 -1.632149455081458034e-04 -1.726170021533392923e-04 -1.864501857476925960e-04 -1.977339716806879907e-04 -1.977339716806879907e-04 -2.259067719391668597e-04 -2.374013010251119953e-04 -2.446536555834396436e-04 -2.327986443821085068e-04 -3.705571910923182756e-05
-1.360804465944533304e+00 -1.925646646558832502e-04 -2.054503094406682725e-04 -2.150344272473789025e-04 -2.296008046294568646e-04 -2.455484320024954093e-04 -2.657752449803705663e-04 -2.850865239362817172e-04 -2.850865239362817172e-04 -3.291582457734267518e-04 -3.506025543057181759e-04 -3.594685096591033807e-04 -3.402656637923760145e-04 -2.213210953721693404e-05
-1.306517520409135269e+00 -2.487180379613528514e-04 -2.615088078269595454e-04 -2.831991652623052887e-04 -3.032396019405568760e-04 -3.281534450449162576e-04 -3.571374081707438331e-04 -3.891722014778409419e-04 -3.891722014778409419e-04 -4.606993363180935611e-04 -4.899378503368811717e-04 -5.050608476833147020e-04 -4.699391740436749268e-04 9.646929019100543911e-06
-1.252230959002084809e+00 1.141190991721930775e-04 9.369860232249070816e-05 6.629539489513199013e-05 3.676733162537019930e-05 -6.651728743970720384e-09 -4.296688462109511441e-05 -8.982411302733157973e-05 -8.982411302733157973e-05 -1.986841911400546274e-04 -2.437990892194622503e-04 -2.629587823934242843e-04 -2.036835061130806929e-04 4.857265244312610765e-04
-1.197944308761810905e+00 -2.417374943168629480e-04 -2.771013334818056215e-04 -3.145407104123483944e-04 -3.559050913642547052e-04 -4.106187227118046992e-04 -4.701067438321932966e-04 -5.429578802539201552e-04 -5.429578802539201552e-04 -6.950226964897838165e-04 -7.547246811125452905e-04 -7.687659768270533028e-04 -6.736935473931056177e-04 2.589600007183176858e-04
-1.149856955746986209e+00 -8.254896824817484127e-04 -8.652662625150892624e-04 -9.108489790394188896e-04 -9.726775558723385270e-04 -1.048599101389627265e-03 -1.125430912959770463e-03 -1.225485012182839272e-03 -1.225485012182839272e-03 -1.421489121465233443e-03 -1.492928302957852301e-03 -1.494489904164452180e-03 -1.354939836420976200e-03 -1.034033839773517040e-04
-1.106567272678821601e+00 -5.483402608402015684e-04 -5.997065565909614517e-04 -6.666297894835566170e-04 -7.427962299765051733e-04 -8.373539926598446131e-04 -9.441064085067384223e-04 -1.068082739014769014e-03 -1.068082739014769014e-03 -1.316337408685294480e-03 -1.392849275486161267e-03 -1.379793521816625752e-03 -1.191528013493704276e-03 3.747980019408292504e-04
-1.067204185372161662e+00 -8.581980683393880885e-04 -9.224452241530614908e-04 -1.011105264238581743e-03 -1.117156881662328006e-03 -1.230877678607351748e-03 -1.375867189542874687e-03 -1.527065521213237043e-03 -1.527065521213237043e-03 -1.826702179183542713e-03 -1.906220515281868743e-03 -1.863885791498240884e-03 -1.618912197941971103e-03 3.259834249841593134e-04
-1.031114231716990348e+00 -1.184107819068184802e-03 -1.272974032915076548e-03 -1.381272533922943196e-03 -1.511289636890290802e-03 -1.656570087857605527e-03 -1.837040557693580189e-03 -2.026167557609943187e-03 -2.026167557609943187e-03 -2.369612629825410249e-03 -2.444214828324161974e-03 -2.367477787174176312e-03 -2.063947578473854325e-03 2.889185598280206253e-04
-9.977950479416676233e-01 -1.306283919669996504e-03 -1.413630012579289962e-03 -1.543656809396754719e-03 -1.699266172759839261e-03 -1.879902030121915514e-03 -2.091026612847627850e-03 -2.304422569738573574e-03 -2.304422569738573574e-03 -2.702151977754743781e-03 -2.761218669184500527e-03 -2.650297869623820246e-03 -2.293064667232813311e-03 5.718825275216713215e-04
-9.668497753074268841e-01 -1.603113618904265271e-03 -1.727196893595901988e-03 -1.877876355080076781e-03 -2.055868232022718938e-03 -2.262060080021720786e-03 -2.493930074424217328e-03 -2.741730318116276325e-03 -2.741730318116276325e-03 -3.148957188893331503e-03 -3.197914131482842027e-03 -3.052565130826886790e-03 -2.658274281324129323e-03 5.883319774274257691e-04
-9.379635764758033067e-01 -1.949050201507559902e-03 -2.085671653659586407e-03 -2.249537902767843791e-03 -2.444750854086721794e-03 -2.669155962592106596e-03 -2.920052244620866769e-03 -3.183349463750378191e-03 -3.183349463750378191e-03 -3.590353317738635437e-03 -3.620579802781404791e-03 -3.450436644614002235e-03 -3.029229084860307619e-03 5.453085331084959238e-04
-9.108794453655458812e-01 -2.135180773349862424e-03 -2.281953767191591265e-03 -2.457644376443087787e-03 -2.665030257312442710e-03 -2.901911056595838766e-03 -3.165120655486776836e-03 -3.429158052972741070e-03 -3.429158052972741070e-03 -3.838636503055402761e-03 -3.846671162484624137e-03 -3.664429635634906986e-03 -3.233808028092017769e-03 7.513715569251672513e-04
-8.853890157678268036e-01 -2.437929314416202847e-03 -2.594458125048398293e-03 -2.782007486418281057e-03 -3.001338429390895766e-03 -3.250809123627582467e-03 -3.525411590106166185e-03 -3.799696695839343587e-03 -3.799696695839343587e-03 -4.196780354939428324e-03 -4.198686772958611264e-03 -3.994496535355120635e-03 -3.551165998996912761e-03 7.829783936518917202e-04
-8.613089793391756066e-01 -2.984007945141258118e-03 -3.153395188555017763e-03 -3.354976946569498530e-03 -3.591639107810741874e-03 -3.858497941228303425e-03 -4.148428138034104991e-03 -4.433887786898555936e-03 -4.433887786898555936e-03 -4.835994984994609891e-03 -4.822104520954426099e-03 -4.598707897402140067e-03 -4.127251229629781519e-03 7.365256478746041438e-04
-8.384942434340910689e-01 -3.413911884818910357e-03 -3.601394525906331454e-03 -3.824331976491554107e-03 -4.083093376645758298e-03 -4.374649196568324537e-03 -4.686774254977790072e-03 -4.991181920820981013e-03 -4.991181920820981013e-03 -5.403647914707009059e-03 -5.375515996303447709e-03 -5.141472402995844390e-03 -4.627349560595296965e-03 9.317785496400091474e-04
-8.168184481041335099e-01 -3.982540741413068651e-03 -4.192275088585325354e-03 -4.439979916526163271e-03 -4.726492446673339481e-03 -5.046924174090612093e-03 -5.388592972362209188e-03 -5.716046173293591083e-03 -5.716046173293591083e-03 -6.149372063182546172e-03 -6.113204947806098050e-03 -5.836183963664191843e-03 -5.271092034148397443e-03 1.049300467146121888e-03
-7.961732651016161233e-01 -4.789635379081271134e-03 -5.023326159412280084e-03 -5.297057209989237785e-03 -5.611997239670771589e-03 -5.961172404612513458e-03 -6.330123444388551131e-03 -6.682054992109250427e-03 -6.682054992109250427e-03 -7.133845355481569298e-03 -7.079472610572984381e-03 -6.765293058309316057e-03 -6.142280091431921892e-03 1.059640091549954397e-03
-7.764677179236640914e-01 -5.497945041412519857e-03 -5.750128198841491199e-03 -6.046091748472472334e-03 -6.383226980376663189e-03 -6.756635167740558841e-03 -7.150240889038168152e-03 -7.522336190157772468e-03 -7.522336190157772468e-03 -7.987379226378567981e-03 -7.917995042623878973e-03 -7.574786261635300250e-03 -6.887155579991119207e-03 1.218073950122680691e-03
