7.422799999999999472e-05 1.000000000069230177e+00
1.223809999999999926e-04 1.000000000187857285e+00
2.017730000000000077e-04 1.000000000509124076e+00
3.326669999999999779e-04 1.000000001376950109e+00
5.484749999999999825e-04 1.000000003710810104e+00
9.042819999999999591e-04 9.999981384789332628e-01
1.490910000000000022e-03 9.999962432278568514e-01
2.458090000000000015e-03 9.999865423732987590e-01
4.052710000000000166e-03 9.999748795885878838e-01
4.592330000000000370e-03 9.999724140727279664e-01
5.203789999999999805e-03 9.999626171578246403e-01
5.896659999999999749e-03 9.999471604673737524e-01
6.681789999999999952e-03 9.999361789788755450e-01
7.571460000000000343e-03 9.999178658864775748e-01
8.579589999999999786e-03 9.998836802730817208e-01
9.721950000000000036e-03 9.998734684823868957e-01
1.101640000000000084e-02 9.998282462070807730e-01
1.248319999999999985e-02 9.997908629563369010e-01
1.414540000000000068e-02 9.997237168691524012e-01
1.602879999999999930e-02 9.996612539902345329e-01
1.816299999999999859e-02 9.995691242067064053e-01
2.058139999999999969e-02 9.994773531008337430e-01
2.332180000000000017e-02 9.993494543804576358e-01
2.642699999999999910e-02 9.990655312357555884e-01
2.994569999999999871e-02 9.988416949218898999e-01
3.393299999999999789e-02 9.985834176820373997e-01
3.845110000000000194e-02 9.983095706227085309e-01
4.357079999999999981e-02 9.979110120492340474e-01
4.937219999999999803e-02 9.978051369255893643e-01
5.594600000000000267e-02 9.981959873771694136e-01
6.339509999999999590e-02 9.960944084484241179e-01
7.081790000000000307e-02 9.952359579726890448e-01
7.824069999999999636e-02 9.950505591104795711e-01
8.566350000000000353e-02 9.935846738806256573e-01
9.308629999999999682e-02 9.926785640618738249e-01
1.005090000000000011e-01 9.909456525617275080e-01
1.079320000000000002e-01 9.894678135978992595e-01
1.153549999999999992e-01 9.880245473011046720e-01
1.227779999999999982e-01 9.859146800601614746e-01
1.302000000000000102e-01 9.840117119874541851e-01
1.376229999999999953e-01 9.806564389643398494e-01
1.450460000000000083e-01 9.773936998886825211e-01
1.524689999999999934e-01 9.723862321568674805e-01
1.598920000000000063e-01 9.672299341167598374e-01
1.673139999999999905e-01 9.613765858764952155e-01
1.747370000000000034e-01 9.557115423217240613e-01
1.821599999999999886e-01 9.488104201648979164e-01
1.895830000000000015e-01 9.417941012929537115e-01
1.970059999999999867e-01 9.341961724495529973e-01
2.044279999999999986e-01 9.247179202166510015e-01
2.118510000000000115e-01 9.142741282621160703e-01
2.192739999999999967e-01 9.027622838058437793e-01
2.325589999999999880e-01 8.806446577246891394e-01
2.466500000000000081e-01 8.560769313650634649e-01
2.615939999999999932e-01 8.273799053924372204e-01
2.774429999999999952e-01 7.924819989944883458e-01
2.942529999999999868e-01 7.532353902490304121e-01
3.120809999999999973e-01 7.122868434925985204e-01
3.309889999999999777e-01 6.696297635484151911e-01
3.510429999999999939e-01 6.258104113380247302e-01
3.723130000000000051e-01 5.854679492777709049e-01
3.948699999999999988e-01 5.511842089963528979e-01
4.187949999999999728e-01 5.245079631658877695e-01
4.441689999999999805e-01 5.080436102182973590e-01
6.198869999999999658e-01 5.378823483147289197e-01
8.651219999999999466e-01 5.714900527954177578e-01
1.207379999999999898e+00 5.905497416712619518e-01
1.685030000000000028e+00 5.800129106835182347e-01
2.351649999999999796e+00 5.388455545149922754e-01
3.281989999999999963e+00 4.751663868743876695e-01
4.580379999999999896e+00 4.072009842855993655e-01
6.392439999999999678e+00 3.433687014943845317e-01
8.921359999999999957e+00 2.811523212220581325e-01
1.245079999999999920e+01 2.227027670040274410e-01
1.737640000000000029e+01 1.706634191674114565e-01
2.425080000000000169e+01 1.270820084678029316e-01
3.384470000000000312e+01 9.194393067824739585e-02
4.723409999999999798e+01 6.338379335030389083e-02
6.592050000000000409e+01 4.251006226875290311e-02
9.199939999999999429e+01 2.827284580637716774e-02
1.283959999999999866e+02 1.897342638635475184e-02
1.791899999999999977e+02 1.376164115164706103e-02
2.500800000000000125e+02 1.096868286364175923e-02
3.490149999999999864e+02 9.174507988530963831e-03
4.870899999999999750e+02 9.294492583467851843e-03
6.797889999999999873e+02 1.207014407456761043e-02
9.487219999999999800e+02 1.258717020723651436e-02
1.324049999999999955e+03 1.484139322029992721e-02
