7.422799999999999472e-05 9.999999135594364041e-01
1.223809999999999926e-04 1.000000760363424668e+00
2.017730000000000077e-04 9.999999147447120595e-01
3.326669999999999779e-04 9.999983323987264860e-01
5.484749999999999825e-04 9.999983351536423370e-01
9.042819999999999591e-04 9.999788875728585769e-01
1.490910000000000022e-03 9.999438223336388765e-01
2.458090000000000015e-03 9.998417565764585735e-01
4.052710000000000166e-03 9.995983549339103602e-01
4.592330000000000370e-03 9.995064449946644558e-01
5.203789999999999805e-03 9.993751740044916065e-01
5.896659999999999749e-03 9.991998182813940366e-01
6.681789999999999952e-03 9.989871674892175646e-01
7.571460000000000343e-03 9.987109137375594914e-01
8.579589999999999786e-03 9.983472062268452518e-01
9.721950000000000036e-03 9.978983620591520554e-01
1.101640000000000084e-02 9.972936690534381921e-01
1.248319999999999985e-02 9.965072648255717258e-01
1.414540000000000068e-02 9.954286671985844714e-01
1.602879999999999930e-02 9.939523864847179535e-01
1.816299999999999859e-02 9.919223703342835430e-01
2.058139999999999969e-02 9.890075368479691598e-01
2.332180000000000017e-02 9.846179163678232538e-01
2.642699999999999910e-02 9.781247565278341494e-01
2.994569999999999871e-02 9.682801001541917474e-01
3.393299999999999789e-02 9.533395761549420255e-01
3.845110000000000194e-02 9.316060593104000809e-01
4.357079999999999981e-02 8.999600705844349458e-01
4.937219999999999803e-02 8.574679839777231694e-01
5.594600000000000267e-02 8.100488997609736064e-01
6.339509999999999590e-02 7.606134862370749206e-01
7.081790000000000307e-02 7.203660274440278899e-01
7.824069999999999636e-02 6.886724409530593505e-01
8.566350000000000353e-02 6.557430334949739814e-01
9.308629999999999682e-02 6.221969000727146648e-01
1.005090000000000011e-01 5.932776564054725865e-01
1.079320000000000002e-01 5.714197115830272899e-01
1.153549999999999992e-01 5.556428145002577645e-01
1.227779999999999982e-01 5.433605478047246473e-01
1.302000000000000102e-01 5.311618950580953014e-01
1.376229999999999953e-01 5.168571378974050612e-01
1.450460000000000083e-01 5.006213490349666895e-01
1.524689999999999934e-01 4.836039267160509580e-01
1.598920000000000063e-01 4.679270052911493893e-01
1.673139999999999905e-01 4.559062778731566845e-01
1.747370000000000034e-01 4.473232440526205278e-01
1.821599999999999886e-01 4.408679248869483147e-01
1.895830000000000015e-01 4.351352305329122538e-01
1.970059999999999867e-01 4.283126581930297161e-01
2.044279999999999986e-01 4.198282153297718255e-01
2.118510000000000115e-01 4.104212725033576370e-01
2.192739999999999967e-01 4.011051594004079734e-01
2.325589999999999880e-01 3.879259451072817333e-01
2.466500000000000081e-01 3.794426319482431809e-01
2.615939999999999932e-01 3.712342744159600194e-01
2.774429999999999952e-01 3.597972364552038393e-01
2.942529999999999868e-01 3.485048397566486988e-01
3.120809999999999973e-01 3.406436043447034212e-01
3.309889999999999777e-01 3.330373341430196699e-01
3.510429999999999939e-01 3.238013588491060468e-01
3.723130000000000051e-01 3.161141731895106832e-01
3.948699999999999988e-01 3.094889092418635634e-01
4.187949999999999728e-01 3.021556830122725246e-01
4.441689999999999805e-01 2.958142328828279877e-01
6.198869999999999658e-01 2.664937534899466942e-01
8.651219999999999466e-01 2.490160472680177650e-01
1.207379999999999898e+00 2.430287079758346180e-01
1.685030000000000028e+00 2.470382411790301991e-01
2.351649999999999796e+00 2.576115175019338954e-01
3.281989999999999963e+00 2.686338439569906922e-01
4.580379999999999896e+00 2.753428537864465731e-01
6.392439999999999678e+00 2.785928299939960939e-01
8.921359999999999957e+00 2.813039429095833821e-01
1.245079999999999920e+01 2.889922242062432090e-01
1.737640000000000029e+01 3.076693482370376209e-01
2.425080000000000169e+01 3.467484017618022163e-01
3.384470000000000312e+01 4.255513192184878224e-01
4.723409999999999798e+01 5.884581100316443880e-01
6.592050000000000409e+01 9.432527663219223424e-01
9.199939999999999429e+01 1.756373692620447402e+00
1.283959999999999866e+02 3.698173294993844618e+00
1.791899999999999977e+02 8.470041588901493057e+00
2.500800000000000125e+02 2.042888476637680739e+01
3.490149999999999864e+02 5.074509029472106647e+01
4.870899999999999750e+02 1.279237316793660995e+02
6.797889999999999873e+02 3.248800747803257991e+02
9.487219999999999800e+02 8.267804713901618925e+02
1.324049999999999955e+03 2.099407429741278065e+03
